plate,well,compound,dose,score
1,compound-002_1_I17,6-Mercaptopurine (6-MP),0.25,0.7613726258277893
1,compound-002_1_I18,Amoxapine,0.01,0.6887900829315186
1,compound-002_1_I26,Imiquimod,0.25,0.7684768438339233
1,compound-002_1_I41,Imiquimod,0.01,0.9686200618743896
1,compound-002_1_J04,CRISPR_control,,0.4908038079738617
1,compound-002_1_J19,EMPTY_control,,1.083262324333191
1,compound-002_1_J28,Letrozole,0.25,0.8982011675834656
1,compound-002_1_J29,CRISPR_control,,0.9306144714355469
1,compound-002_1_J35,sulfapyridine,2.5,0.6006801128387451
1,compound-002_1_J36,Epothilone A,0.25,2.207181692123413
1,compound-002_1_J37,EMPTY_control,,1.0090088844299316
1,compound-002_1_J44,AZM475271,0.25,0.6025099158287048
1,compound-002_1_K02,Amfebutamone,0.25,0.5222052335739136
1,compound-002_1_K05,Trazodone,0.1,1.1906312704086304
1,compound-002_1_K26,Marbofloxacin,0.0025,0.6744382977485657
1,compound-002_1_K30,Dihydroergocristine mesylate,0.25,0.971442699432373
1,compound-002_1_K34,CRISPR_control,,0.8475174903869629
1,compound-002_1_K35,Trazodone,0.0025,1.1665178537368774
1,compound-002_1_K42,EMPTY_control,,0.9265450239181519
1,compound-002_1_K43,fluspirilene,1.0,1.4341168403625488
1,compound-002_1_K45,Amoxapine,0.25,0.6986487507820129
1,compound-002_1_L06,Dihydroergocristine mesylate,10.0,0.7390636205673218
1,compound-002_1_L10,CRISPR_control,,0.6962453722953796
1,compound-002_1_L11,CRISPR_control,,0.7732921242713928
1,compound-002_1_L13,Indeloxazine Hydrochloride,0.025,0.8038565516471863
1,compound-002_1_L14,CRISPR_control,,0.5696266889572144
1,compound-002_1_L18,fluspirilene,0.01,1.1259742975234985
1,compound-002_1_L19,BI 2536,2.5,1.1293574571609497
1,compound-002_1_L21,EMPTY_control,,1.2330162525177002
1,compound-002_1_L29,EMPTY_control,,1.120821237564087
1,compound-002_1_L36,Amoxapine,0.025,0.9075359106063843
1,compound-002_1_L39,EMPTY_control,,0.714300811290741
1,compound-002_1_L43,LY2835219,2.5,0.8653233051300049
1,compound-002_1_L45,CRISPR_control,,1.1632635593414307
1,compound-002_1_L47,BIIB021,0.25,0.9873057007789612
1,compound-002_1_M06,CRISPR_control,,1.1935979127883911
1,compound-002_1_M10,Imiquimod,0.0025,0.7058595418930054
1,compound-002_1_M11,CRISPR_control,,0.9559601545333862
1,compound-002_1_M19,CRISPR_control,,0.823002815246582
1,compound-002_1_M27,EMPTY_control,,1.387571930885315
1,compound-002_1_M30,6-Mercaptopurine (6-MP),2.5,0.7315383553504944
1,compound-002_1_M31,EMPTY_control,,0.9480189681053162
1,compound-002_1_M33,Epothilone A,2.5,1.6740138530731201
1,compound-002_1_M39,CRISPR_control,,0.8421509265899658
1,compound-002_1_M41,EMPTY_control,,1.2868458032608032
1,compound-002_1_N11,GDC-0994,2.5,0.506227433681488
1,compound-002_1_N12,CRISPR_control,,0.941278874874115
1,compound-002_1_N18,CRISPR_control,,0.7980494499206543
1,compound-002_1_N19,CRISPR_control,,0.6458682417869568
1,compound-002_1_N25,EMPTY_control,,0.9973992109298706
1,compound-002_1_N29,AZM475271,2.5,1.1961390972137451
1,compound-002_1_N30,Thiazovivin,0.25,0.8025227785110474
1,compound-002_1_N33,CRISPR_control,,1.2752292156219482
1,compound-002_1_N37,Indeloxazine Hydrochloride,0.0025,0.9409081935882568
1,compound-002_1_N40,sulfapyridine,0.25,1.1441752910614014
1,compound-002_1_N41,Topotecan,2.5,0.5370768904685974
1,compound-002_1_N42,LY2835219,0.25,0.7135443091392517
1,compound-002_1_N43,LY2228820,0.25,1.087943196296692
1,compound-002_1_N47,Letrozole,2.5,0.9023377299308777
1,compound-002_1_O04,Flavopiridol,2.5,3.3578717708587646
1,compound-002_1_O12,CRISPR_control,,1.1113094091415405
1,compound-002_1_O17,Oseltamivir,0.1,0.4516361355781555
1,compound-002_1_O19,EMPTY_control,,0.9635355472564697
1,compound-002_1_O35,lovastatin,0.25,1.0502761602401733
1,compound-002_1_O36,PD168393,0.25,0.929021954536438
1,compound-002_1_O39,CRISPR_control,,0.5957788825035095
1,compound-002_1_P08,Imiquimod,0.025,0.784928560256958
1,compound-002_1_P21,CRISPR_control,,0.6621919870376587
1,compound-002_1_P26,CRISPR_control,,2.4896912574768066
1,compound-002_1_P39,Dihydroergocristine mesylate,0.01,0.47986283898353577
1,compound-002_1_P42,EMPTY_control,,0.9545637369155884
1,compound-002_1_Q10,EMPTY_control,,0.9176245927810669
1,compound-002_1_Q12,fluspirilene,0.0025,0.9077149629592896
1,compound-002_1_Q21,Amoxapine,2.5,0.6993103623390198
1,compound-002_1_Q26,CRISPR_control,,0.7343007922172546
1,compound-002_1_Q27,PD0325901,0.25,0.9055752754211426
1,compound-002_1_Q28,EMPTY_control,,1.1025570631027222
1,compound-002_1_Q30,fluspirilene,0.1,0.5098094940185547
1,compound-002_1_Q34,CRISPR_control,,0.6490713953971863
1,compound-002_1_Q37,CRISPR_control,,0.5040884017944336
1,compound-002_1_Q40,EMPTY_control,,0.8932807445526123
1,compound-002_1_Q45,CRISPR_control,,0.5997012257575989
1,compound-002_1_R02,GSK429286A,2.5,0.6360090374946594
1,compound-002_1_R05,CRISPR_control,,0.5993797779083252
1,compound-002_1_R09,Amoxapine,0.1,0.664055347442627
1,compound-002_1_R19,Amoxapine,1.0,0.6213989853858948
1,compound-002_1_R20,KPT-185,0.25,0.542809247970581
1,compound-002_1_R23,CRISPR_control,,1.1508299112319946
1,compound-002_1_R29,EMPTY_control,,1.0929617881774902
1,compound-002_1_R40,fluspirilene,0.25,1.1224678754806519
1,compound-002_1_R41,CRISPR_control,,1.1240267753601074
1,compound-002_1_R42,sulfapyridine,10.0,0.9272581934928894
1,compound-002_1_S05,CRISPR_control,,0.8690646290779114
1,compound-002_1_S07,PD168393,2.5,0.8014004230499268
1,compound-002_1_S12,Oseltamivir,0.01,1.01298987865448
1,compound-002_1_S21,CRISPR_control,,0.8443824648857117
1,compound-002_1_S24,CRISPR_control,,0.8377490043640137
1,compound-002_1_S25,CRISPR_control,,0.5615280866622925
1,compound-002_1_S29,CRISPR_control,,0.7496820092201233
1,compound-002_1_S32,GSK256066,2.5,1.3302074670791626
1,compound-002_1_S37,CRISPR_control,,0.779478132724762
1,compound-002_1_S39,KPT-185,2.5,5.253883361816406
1,compound-002_1_S46,CRISPR_control,,0.7104595303535461
1,compound-002_1_T08,Imiquimod,0.1,0.6769946217536926
1,compound-002_1_T09,CRISPR_control,,0.3859414756298065
1,compound-002_1_T21,Rufinamide,0.25,0.8968416452407837
1,compound-002_1_T23,EMPTY_control,,0.6298620700836182
1,compound-002_1_T26,CRISPR_control,,0.5112854242324829
1,compound-002_1_T32,CRISPR_control,,0.8227931261062622
1,compound-002_1_T33,CRISPR_control,,0.4826938509941101
1,compound-002_1_T35,EMPTY_control,,0.6961424350738525
1,compound-002_1_U04,EMPTY_control,,1.0465461015701294
1,compound-002_1_U05,CRISPR_control,,1.4147062301635742
1,compound-002_1_U06,Marbofloxacin,0.1,0.4552931785583496
1,compound-002_1_U09,MLN9708,2.5,3.5674660205841064
1,compound-002_1_U10,Rosuvastatin,0.25,1.145028829574585
1,compound-002_1_U14,EMPTY_control,,1.105223298072815
1,compound-002_1_U28,EMPTY_control,,0.8244300484657288
1,compound-002_1_U30,Indeloxazine Hydrochloride,2.5,0.7792316675186157
1,compound-002_1_U35,EMPTY_control,,1.1490694284439087
1,compound-002_1_U37,CRISPR_control,,0.6124743223190308
1,compound-002_1_U42,EMPTY_control,,1.157978892326355
1,compound-002_1_U44,EMPTY_control,,0.9034746289253235
1,compound-002_1_V07,CRISPR_control,,0.4789815843105316
1,compound-002_1_V09,Marbofloxacin,0.01,0.8258609771728516
1,compound-002_1_V17,Thiazovivin,2.5,0.6977068781852722
1,compound-002_1_V21,sulfapyridine,1.0,0.6757038235664368
1,compound-002_1_V28,Oseltamivir,2.5,1.2308167219161987
1,compound-002_1_V30,CRISPR_control,,0.757480800151825
1,compound-002_1_V34,MI-773,0.25,0.6999755501747131
1,compound-002_1_V40,EMPTY_control,,0.8277733325958252
1,compound-002_1_V44,Marbofloxacin,1.0,1.0883699655532837
1,compound-002_1_W11,CRISPR_control,,0.590347170829773
1,compound-002_1_W14,CRISPR_control,,0.6608201861381531
1,compound-002_1_W15,CRISPR_control,,0.7197475433349609
1,compound-002_1_W18,fluspirilene,2.5,0.5372871160507202
1,compound-002_1_W27,CRISPR_control,,0.5964491367340088
1,compound-002_1_W31,Indeloxazine Hydrochloride,0.1,0.6261878609657288
1,compound-002_1_W32,Imiquimod,10.0,0.9522910118103027
1,compound-002_1_W36,BI 2536,0.25,0.9326638579368591
1,compound-002_1_W39,Trazodone,0.25,1.3310304880142212
1,compound-002_1_W43,EMPTY_control,,1.1110013723373413
1,compound-002_1_W47,lovastatin,2.5,1.0496742725372314
1,compound-002_1_X03,CRISPR_control,,0.5380911231040955
1,compound-002_1_X04,CRISPR_control,,1.9354844093322754
1,compound-002_1_X05,EMPTY_control,,0.8785091042518616
1,compound-002_1_X12,EMPTY_control,,1.0713218450546265
1,compound-002_1_X16,CRISPR_control,,0.7913450598716736
1,compound-002_1_X22,Lumiracoxib,0.25,0.45373690128326416
1,compound-002_1_X24,CRISPR_control,,1.0967986583709717
1,compound-002_1_X25,CRISPR_control,,0.8712416887283325
1,compound-002_1_X26,CRISPR_control,,0.39617419242858887
1,compound-002_1_X27,Sarafloxacin,0.1,0.5246570706367493
1,compound-002_1_X29,sulfapyridine,0.01,0.416545569896698
1,compound-002_1_X30,MLN9708,0.25,3.2351441383361816
1,compound-002_1_X31,fluspirilene,10.0,0.5281139016151428
1,compound-002_1_X47,CRISPR_control,,1.0777068138122559
1,compound-002_1_Y05,EMPTY_control,,1.1321089267730713
1,compound-002_1_Y06,CRISPR_control,,0.8697063326835632
1,compound-002_1_Y08,CRISPR_control,,0.7252712249755859
1,compound-002_1_Y14,EMPTY_control,,1.2939594984054565
1,compound-002_1_Y20,Trazodone,1.0,1.2978602647781372
1,compound-002_1_Y22,Dihydroergocristine mesylate,0.025,1.0601589679718018
1,compound-002_1_Y24,CRISPR_control,,1.010352373123169
1,compound-002_1_Y31,CRISPR_control,,0.9981299638748169
1,compound-002_1_Y33,Oseltamivir,1.0,1.1221365928649902
1,compound-002_1_Y43,CRISPR_control,,1.3548352718353271
1,compound-002_1_Y47,CEP-18770,0.25,2.692030906677246
1,compound-002_1_Z06,PD0325901,2.5,0.606652021408081
1,compound-002_1_Z08,Marbofloxacin,2.5,0.5740476250648499
1,compound-002_1_Z09,CRISPR_control,,0.5606064200401306
1,compound-002_1_Z12,EMPTY_control,,1.7051186561584473
1,compound-002_1_Z13,CRISPR_control,,0.5696812868118286
1,compound-002_1_Z15,Rufinamide,2.5,1.1147468090057373
1,compound-002_1_Z19,EMPTY_control,,1.30614173412323
1,compound-002_1_Z21,EMPTY_control,,0.7197183966636658
1,compound-002_1_Z22,CRISPR_control,,1.445012092590332
1,compound-002_1_Z26,BIRB 796,2.5,0.6108747720718384
1,compound-002_1_Z31,GSK429286A,0.25,1.0136934518814087
1,compound-002_1_Z34,Trazodone,0.025,0.7788951992988586
1,compound-002_1_Z37,CRISPR_control,,1.1414927244186401
1,compound-002_1_Z39,fluspirilene,0.025,0.6253408193588257
1,compound-002_1_Z43,EMPTY_control,,0.9848304390907288
1,compound-002_1_Z44,EMPTY_control,,1.036702275276184
1,compound-002_1_Z45,sulfapyridine,0.025,1.1317546367645264
1,compound-002_1_Z46,Trazodone,2.5,1.2390823364257812
1,compound-003_1_AA02,GSK429286A,0.25,1.1304395198822021
1,compound-003_1_AA03,thalidomide,10.0,0.8518059253692627
1,compound-003_1_AA05,Peficitinb,2.5,0.7974668741226196
1,compound-003_1_AA08,Thiazovivin,0.01,2.0224902629852295
1,compound-003_1_AA09,Diclofenac,0.01,1.765518069267273
1,compound-003_1_AA11,benserazide,1.0,0.7251767516136169
1,compound-003_1_AA12,Melatonin,1.0,0.5412816405296326
1,compound-003_1_AA13,Nalidixic acid,0.01,0.6067445278167725
1,compound-003_1_AA14,Mycophenolate mofetil,0.025,1.5881372690200806
1,compound-003_1_AA15,Dextrose,10.0,1.3222662210464478
1,compound-003_1_AA16,thalidomide,0.1,1.217900276184082
1,compound-003_1_AA20,CRISPR_control,,0.7805101275444031
1,compound-003_1_AA21,Moxifloxacin,0.025,2.741325616836548
1,compound-003_1_AA22,Quercetin,10.0,3.4176740646362305
1,compound-003_1_AA23,4-Aminohippuric acid,0.025,0.8132468461990356
1,compound-003_1_AA24,Naratriptan,0.01,1.2343989610671997
1,compound-003_1_AA26,Pyridostigmine,0.01,0.7678683996200562
1,compound-003_1_AA27,Milrinone,10.0,0.48929646611213684
1,compound-003_1_AA28,EMPTY_control,,0.4697551131248474
1,compound-003_1_AA29,Olmesartan medoxomil,0.025,0.9076907634735107
1,compound-003_1_AA30,Levosulpiride,0.0025,0.6114845871925354
1,compound-003_1_AA31,EMPTY_control,,0.6158691644668579
1,compound-003_1_AA34,Ganciclovir,10.0,0.7726703882217407
1,compound-003_1_AA35,Ethionamide,0.01,1.104767084121704
1,compound-003_1_AA39,Idebenone,0.01,0.6294057369232178
1,compound-003_1_AA42,4-Aminohippuric acid,0.01,0.6282555460929871
1,compound-003_1_AA45,EMPTY_control,,0.4673847258090973
1,compound-003_1_AA46,EMPTY_control,,0.5494163632392883
1,compound-003_1_AA47,CRISPR_control,,0.8407273888587952
1,compound-003_1_AB02,Ulipristal,10.0,0.801033616065979
1,compound-003_1_AB03,Naphazoline,0.1,0.5577574968338013
1,compound-003_1_AB04,Ipriflavone,0.0025,0.39682120084762573
1,compound-003_1_AB08,Naratriptan,10.0,1.0559026002883911
1,compound-003_1_AB09,CRISPR_control,,0.5488159656524658
1,compound-003_1_AB10,CRISPR_control,,1.094211220741272
1,compound-003_1_AB11,Acemetacin,0.01,0.8875254988670349
1,compound-003_1_AB14,Ethionamide,0.025,0.5176395773887634
1,compound-003_1_AB15,Imidapril,0.025,0.8571885228157043
1,compound-003_1_AB17,Ulipristal,2.5,1.1030488014221191
1,compound-003_1_AB18,Idebenone,0.25,1.2997549772262573
1,compound-003_1_AB21,Piroxicam,2.5,0.7137994766235352
1,compound-003_1_AB23,Iloperidone,0.0025,0.6815390586853027
1,compound-003_1_AB27,cleviprex,0.25,0.6304070949554443
1,compound-003_1_AB29,Melatonin,10.0,0.9138240218162537
1,compound-003_1_AB30,Nalidixic acid,0.025,1.1099205017089844
1,compound-003_1_AB31,Melatonin,0.25,0.9867008924484253
1,compound-003_1_AB32,Fenbendazole,10.0,4.172061443328857
1,compound-003_1_AB33,Ulipristal,0.0025,0.5673392415046692
1,compound-003_1_AB34,GSK429286A,2.5,0.9655246734619141
1,compound-003_1_AB35,Urapidil,0.25,0.7311419248580933
1,compound-003_1_AB36,EMPTY_control,,0.4481349289417267
1,compound-003_1_AB37,Idebenone,0.025,2.3811213970184326
1,compound-003_1_AB38,Iloperidone,0.1,0.5486078858375549
1,compound-003_1_AB39,Levosulpiride,0.25,0.8754684925079346
1,compound-003_1_AB41,Dextrose,1.0,0.8135362267494202
1,compound-003_1_AB42,CRISPR_control,,1.4451581239700317
1,compound-003_1_AB43,EMPTY_control,,0.5428448915481567
1,compound-003_1_AB46,EMPTY_control,,0.5826839208602905
1,compound-003_1_AB47,Clonidine,1.0,0.4305025339126587
1,compound-003_1_AC02,D-Mannitol,0.25,0.572097897529602
1,compound-003_1_AC03,Mycophenolate mofetil,1.0,1.7532875537872314
1,compound-003_1_AC05,Agomelatine,0.1,0.746647298336029
1,compound-003_1_AC07,EMPTY_control,,0.6167650818824768
1,compound-003_1_AC10,EMPTY_control,,0.6102897524833679
1,compound-003_1_AC12,CRISPR_control,,1.721513271331787
1,compound-003_1_AC13,Trazodone,0.25,1.0439478158950806
1,compound-003_1_AC14,EMPTY_control,,0.6361929178237915
1,compound-003_1_AC15,Alverine,10.0,0.6041520833969116
1,compound-003_1_AC19,Acemetacin,0.025,0.6281580924987793
1,compound-003_1_AC20,EMPTY_control,,0.4980121850967407
1,compound-003_1_AC22,Olmesartan medoxomil,0.0025,0.5320558547973633
1,compound-003_1_AC23,CRISPR_control,,0.38013508915901184
1,compound-003_1_AC24,Diclofenac,2.5,0.5698111653327942
1,compound-003_1_AC25,Bortezomib,0.01,3.6745800971984863
1,compound-003_1_AC29,Valaciclovir,2.5,0.6336089968681335
1,compound-003_1_AC30,Dolutegravir,0.025,1.0119836330413818
1,compound-003_1_AC31,EMPTY_control,,1.1496838331222534
1,compound-003_1_AC33,Thiazovivin,2.5,0.6168453693389893
1,compound-003_1_AC35,CRISPR_control,,0.4897300899028778
1,compound-003_1_AC37,Memantine,0.25,1.416946291923523
1,compound-003_1_AC39,CRISPR_control,,0.45212826132774353
1,compound-003_1_AC40,Ethionamide,0.0025,0.646990180015564
1,compound-003_1_AC42,Milrinone,0.025,1.1490782499313354
1,compound-003_1_AC43,Melatonin,0.0025,0.5593276023864746
1,compound-003_1_AC44,Urapidil,0.0025,0.5166221261024475
1,compound-003_1_AC45,CRISPR_control,,0.5747645497322083
1,compound-003_1_AC46,Imidapril,0.0025,0.6254377961158752
1,compound-003_1_AC47,Canagliflozin,10.0,0.7311148643493652
1,compound-003_1_AD02,Iloperidone,0.01,0.6512219905853271
1,compound-003_1_AD05,OSI-420,0.1,0.6906042695045471
1,compound-003_1_AD06,Celecoxib,1.0,0.8342775702476501
1,compound-003_1_AD07,Roflumilast,0.1,0.5096033215522766
1,compound-003_1_AD09,CRISPR_control,,2.197603464126587
1,compound-003_1_AD11,Decitabine,0.1,0.6629036068916321
1,compound-003_1_AD12,Bosutinib,10.0,1.2627540826797485
1,compound-003_1_AD15,Raloxifene,0.1,0.5414340496063232
1,compound-003_1_AD21,CRISPR_control,,0.49477434158325195
1,compound-003_1_AD25,Diclofenac,0.025,0.6619161367416382
1,compound-003_1_AD26,Ethionamide,1.0,0.7824689149856567
1,compound-003_1_AD27,Amfebutamone,2.5,1.6169626712799072
1,compound-003_1_AD30,Norgestrel,1.0,0.906033456325531
1,compound-003_1_AD31,Methimazole,2.5,0.7817333936691284
1,compound-003_1_AD32,CRISPR_control,,0.5703830122947693
1,compound-003_1_AD33,CEP-33779,0.025,1.0768871307373047
1,compound-003_1_AD34,OSI-420,0.01,0.8517575263977051
1,compound-003_1_AD37,Moxifloxacin,0.0025,1.1801267862319946
1,compound-003_1_AD38,4-Aminohippuric acid,2.5,0.6762234568595886
1,compound-003_1_AD40,Naphazoline,0.25,0.9384472966194153
1,compound-003_1_AD42,MLN9708,2.5,4.961828708648682
1,compound-003_1_AD43,thalidomide,0.025,1.9178041219711304
1,compound-003_1_AD46,CRISPR_control,,0.9586510062217712
1,compound-003_1_AD47,EMPTY_control,,0.7468044757843018
1,compound-003_1_AE06,Bosutinib,0.0025,0.6776400804519653
1,compound-003_1_AE07,Cladribine,0.01,0.8655766248703003
1,compound-003_1_AE08,Scopine,0.025,0.47679999470710754
1,compound-003_1_AE09,Carbamazepine,0.0025,0.6087468266487122
1,compound-003_1_AE10,Adrucil,0.01,0.4610172510147095
1,compound-003_1_AE11,Ganciclovir,0.025,0.5707713961601257
1,compound-003_1_AE13,Dolutegravir,1.0,1.2125223875045776
1,compound-003_1_AE14,thalidomide,2.5,0.5227484703063965
1,compound-003_1_AE16,Cimetidine,10.0,0.8918918967247009
1,compound-003_1_AE17,CRISPR_control,,0.6523734927177429
1,compound-003_1_AE18,BI 2536,2.5,2.050147294998169
1,compound-003_1_AE21,Busulfan,0.025,0.4558478891849518
1,compound-003_1_AE24,CRISPR_control,,0.5885686278343201
1,compound-003_1_AE31,BI 2536,0.25,2.4849565029144287
1,compound-003_1_AE32,Moxifloxacin,10.0,0.4840429425239563
1,compound-003_1_AE33,CRISPR_control,,0.5917506814002991
1,compound-003_1_AE34,CRISPR_control,,2.3455607891082764
1,compound-003_1_AE35,EMPTY_control,,0.5184229612350464
1,compound-003_1_AE37,Bortezomib,0.0025,0.6864979267120361
1,compound-003_1_AE40,Levosulpiride,10.0,0.9552710056304932
1,compound-003_1_AE41,Gimeracil,0.025,0.6072046160697937
1,compound-003_1_AE42,ursodiol,0.025,0.6519904136657715
1,compound-003_1_AE44,CRISPR_control,,0.45394670963287354
1,compound-003_1_AE45,ursodiol,0.25,0.9969673156738281
1,compound-003_1_AE46,Tazarotene,0.01,1.0410174131393433
1,compound-003_1_B03,Adrucil,0.1,0.7913813591003418
1,compound-003_1_B04,pantoprazole,0.1,1.4206900596618652
1,compound-003_1_B05,Roflumilast,0.25,1.138358473777771
1,compound-003_1_B07,Gefitinib,0.25,0.8357600569725037
1,compound-003_1_B08,CRISPR_control,,2.1221067905426025
1,compound-003_1_B10,Bortezomib,0.1,5.415083885192871
1,compound-003_1_B11,GDC-0994,0.25,0.9769657850265503
1,compound-003_1_B13,Flumazenil,1.0,0.8574752807617188
1,compound-003_1_B14,EMPTY_control,,1.1818917989730835
1,compound-003_1_B15,pantoprazole,0.01,1.4499626159667969
1,compound-003_1_B16,CEP-33779,10.0,2.0934290885925293
1,compound-003_1_B17,Pyridostigmine,0.1,0.919791042804718
1,compound-003_1_B18,Acemetacin,0.25,1.755094289779663
1,compound-003_1_B19,afatinib,0.01,1.2749356031417847
1,compound-003_1_B21,Diclofenac,0.25,1.4754213094711304
1,compound-003_1_B23,Norgestrel,10.0,0.5851820707321167
1,compound-003_1_B24,MLN2238,0.25,3.5503032207489014
1,compound-003_1_B25,Milrinone,0.25,0.9039212465286255
1,compound-003_1_B26,Thiazovivin,0.1,0.6585783362388611
1,compound-003_1_B27,CRISPR_control,,1.1385670900344849
1,compound-003_1_B28,EMPTY_control,,1.0595377683639526
1,compound-003_1_B30,Zonisamide,1.0,1.0676435232162476
1,compound-003_1_B31,CRISPR_control,,0.9994028806686401
1,compound-003_1_B32,pimobendan,1.0,0.6088457107543945
1,compound-003_1_B33,CEP-33779,0.25,0.768083930015564
